code	year	month	date	value	category	type
JTS00000000OSR	2011	M10	10/1/2011	0.3	otherSeparations	rate
JTS00000000OSR	2011	M11	11/1/2011	0.2	otherSeparations	rate
JTS00000000OSR	2011	M12	12/1/2011	0.2	otherSeparations	rate
JTS00000000OSR	2012	M01	01/1/2012	0.2	otherSeparations	rate
JTS00000000OSR	2012	M02	02/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M03	03/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M04	04/1/2012	0.2	otherSeparations	rate
JTS00000000OSR	2012	M05	05/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M06	06/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M07	07/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M08	08/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M09	09/1/2012	0.2	otherSeparations	rate
JTS00000000OSR	2012	M10	10/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M11	11/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2012	M12	12/1/2012	0.3	otherSeparations	rate
JTS00000000OSR	2013	M01	01/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M02	02/1/2013	0.2	otherSeparations	rate
JTS00000000OSR	2013	M03	03/1/2013	0.2	otherSeparations	rate
JTS00000000OSR	2013	M04	04/1/2013	0.2	otherSeparations	rate
JTS00000000OSR	2013	M05	05/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M06	06/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M07	07/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M08	08/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M09	09/1/2013	0.2	otherSeparations	rate
JTS00000000OSR	2013	M10	10/1/2013	0.2	otherSeparations	rate
JTS00000000OSR	2013	M11	11/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2013	M12	12/1/2013	0.3	otherSeparations	rate
JTS00000000OSR	2014	M01	01/1/2014	0.3	otherSeparations	rate
JTS00000000OSR	2014	M02	02/1/2014	0.3	otherSeparations	rate
JTS00000000OSR	2014	M03	03/1/2014	0.3	otherSeparations	rate
JTS00000000OSR	2014	M04	04/1/2014	0.3	otherSeparations	rate
JTS00000000OSR	2014	M05	05/1/2014	0.3	otherSeparations	rate
JTS00000000QUL	2000	M12	12/1/2000	3044	quits	level
JTS00000000QUL	2001	M01	01/1/2001	3390	quits	level
JTS00000000QUL	2001	M02	02/1/2001	3284	quits	level
JTS00000000QUL	2001	M03	03/1/2001	3178	quits	level
JTS00000000QUL	2001	M04	04/1/2001	3191	quits	level
JTS00000000QUL	2001	M05	05/1/2001	3116	quits	level
JTS00000000QUL	2001	M06	06/1/2001	2993	quits	level
JTS00000000QUL	2001	M07	07/1/2001	2945	quits	level
JTS00000000QUL	2001	M08	08/1/2001	2823	quits	level
JTS00000000QUL	2001	M09	09/1/2001	2729	quits	level
JTS00000000QUL	2001	M10	10/1/2001	2843	quits	level
JTS00000000QUL	2001	M11	11/1/2001	2621	quits	level
JTS00000000QUL	2001	M12	12/1/2001	2627	quits	level
JTS00000000QUL	2002	M01	01/1/2002	2894	quits	level
JTS00000000QUL	2002	M02	02/1/2002	2675	quits	level
JTS00000000QUL	2002	M03	03/1/2002	2526	quits	level
JTS00000000QUL	2002	M04	04/1/2002	2710	quits	level
JTS00000000QUL	2002	M05	05/1/2002	2722	quits	level
JTS00000000QUL	2002	M06	06/1/2002	2602	quits	level
JTS00000000QUL	2002	M07	07/1/2002	2688	quits	level
JTS00000000QUL	2002	M08	08/1/2002	2607	quits	level
JTS00000000QUL	2002	M09	09/1/2002	2608	quits	level
JTS00000000QUL	2002	M10	10/1/2002	2563	quits	level
JTS00000000QUL	2002	M11	11/1/2002	2497	quits	level
JTS00000000QUL	2002	M12	12/1/2002	2647	quits	level
JTS00000000QUL	2003	M01	01/1/2003	2489	quits	level
JTS00000000QUL	2003	M02	02/1/2003	2498	quits	level
JTS00000000QUL	2003	M03	03/1/2003	2428	quits	level
JTS00000000QUL	2003	M04	04/1/2003	2387	quits	level
JTS00000000QUL	2003	M05	05/1/2003	2394	quits	level
JTS00000000QUL	2003	M06	06/1/2003	2365	quits	level
JTS00000000QUL	2003	M07	07/1/2003	2341	quits	level
JTS00000000QUL	2003	M08	08/1/2003	2380	quits	level
JTS00000000QUL	2003	M09	09/1/2003	2468	quits	level
JTS00000000QUL	2003	M10	10/1/2003	2508	quits	level
JTS00000000QUL	2003	M11	11/1/2003	2495	quits	level
JTS00000000QUL	2003	M12	12/1/2003	2503	quits	level
JTS00000000QUL	2004	M01	01/1/2004	2423	quits	level
JTS00000000QUL	2004	M02	02/1/2004	2467	quits	level
JTS00000000QUL	2004	M03	03/1/2004	2662	quits	level
JTS00000000QUL	2004	M04	04/1/2004	2623	quits	level
JTS00000000QUL	2004	M05	05/1/2004	2482	quits	level
JTS00000000QUL	2004	M06	06/1/2004	2666	quits	level
JTS00000000QUL	2004	M07	07/1/2004	2670	quits	level
JTS00000000QUL	2004	M08	08/1/2004	2639	quits	level
JTS00000000QUL	2004	M09	09/1/2004	2593	quits	level
JTS00000000QUL	2004	M10	10/1/2004	2585	quits	level
JTS00000000QUL	2004	M11	11/1/2004	2818	quits	level
JTS00000000QUL	2004	M12	12/1/2004	2772	quits	level
JTS00000000QUL	2005	M01	01/1/2005	2830	quits	level
JTS00000000QUL	2005	M02	02/1/2005	2675	quits	level
JTS00000000QUL	2005	M03	03/1/2005	2854	quits	level
JTS00000000QUL	2005	M04	04/1/2005	2765	quits	level
JTS00000000QUL	2005	M05	05/1/2005	2842	quits	level
JTS00000000QUL	2005	M06	06/1/2005	2796	quits	level
JTS00000000QUL	2005	M07	07/1/2005	2747	quits	level
JTS00000000QUL	2005	M08	08/1/2005	2938	quits	level
JTS00000000QUL	2005	M09	09/1/2005	3053	quits	level
JTS00000000QUL	2005	M10	10/1/2005	2943	quits	level
JTS00000000QUL	2005	M11	11/1/2005	2928	quits	level
JTS00000000QUL	2005	M12	12/1/2005	2823	quits	level
JTS00000000QUL	2006	M01	01/1/2006	2853	quits	level
JTS00000000QUL	2006	M02	02/1/2006	3013	quits	level
JTS00000000QUL	2006	M03	03/1/2006	3037	quits	level
JTS00000000QUL	2006	M04	04/1/2006	2808	quits	level
JTS00000000QUL	2006	M05	05/1/2006	3049	quits	level
JTS00000000QUL	2006	M06	06/1/2006	3034	quits	level
JTS00000000QUL	2006	M07	07/1/2006	2943	quits	level
JTS00000000QUL	2006	M08	08/1/2006	2950	quits	level
JTS00000000QUL	2006	M09	09/1/2006	2914	quits	level
JTS00000000QUL	2006	M10	10/1/2006	2936	quits	level
JTS00000000QUL	2006	M11	11/1/2006	3096	quits	level
JTS00000000QUL	2006	M12	12/1/2006	3083	quits	level
JTS00000000QUL	2007	M01	01/1/2007	2975	quits	level
JTS00000000QUL	2007	M02	02/1/2007	2995	quits	level
JTS00000000QUL	2007	M03	03/1/2007	2985	quits	level
JTS00000000QUL	2007	M04	04/1/2007	2890	quits	level
JTS00000000QUL	2007	M05	05/1/2007	2978	quits	level
JTS00000000QUL	2007	M06	06/1/2007	2829	quits	level
JTS00000000QUL	2007	M07	07/1/2007	2898	quits	level
JTS00000000QUL	2007	M08	08/1/2007	2890	quits	level
JTS00000000QUL	2007	M09	09/1/2007	2638	quits	level
JTS00000000QUL	2007	M10	10/1/2007	2853	quits	level
JTS00000000QUL	2007	M11	11/1/2007	2823	quits	level
JTS00000000QUL	2007	M12	12/1/2007	2823	quits	level
JTS00000000QUL	2008	M01	01/1/2008	2818	quits	level
JTS00000000QUL	2008	M02	02/1/2008	2809	quits	level
JTS00000000QUL	2008	M03	03/1/2008	2619	quits	level
JTS00000000QUL	2008	M04	04/1/2008	2839	quits	level
JTS00000000QUL	2008	M05	05/1/2008	2639	quits	level
JTS00000000QUL	2008	M06	06/1/2008	2620	quits	level
JTS00000000QUL	2008	M07	07/1/2008	2495	quits	level
JTS00000000QUL	2008	M08	08/1/2008	2375	quits	level
JTS00000000QUL	2008	M09	09/1/2008	2417	quits	level
JTS00000000QUL	2008	M10	10/1/2008	2443	quits	level
JTS00000000QUL	2008	M11	11/1/2008	2083	quits	level
JTS00000000QUL	2008	M12	12/1/2008	2129	quits	level
JTS00000000QUL	2009	M01	01/1/2009	2040	quits	level
JTS00000000QUL	2009	M02	02/1/2009	1959	quits	level
JTS00000000QUL	2009	M03	03/1/2009	1804	quits	level
JTS00000000QUL	2009	M04	04/1/2009	1731	quits	level
JTS00000000QUL	2009	M05	05/1/2009	1711	quits	level
JTS00000000QUL	2009	M06	06/1/2009	1737	quits	level
JTS00000000QUL	2009	M07	07/1/2009	1710	quits	level
JTS00000000QUL	2009	M08	08/1/2009	1642	quits	level
JTS00000000QUL	2009	M09	09/1/2009	1644	quits	level
JTS00000000QUL	2009	M10	10/1/2009	1670	quits	level
JTS00000000QUL	2009	M11	11/1/2009	1786	quits	level
JTS00000000QUL	2009	M12	12/1/2009	1690	quits	level
JTS00000000QUL	2010	M01	01/1/2010	1683	quits	level
JTS00000000QUL	2010	M02	02/1/2010	1735	quits	level
JTS00000000QUL	2010	M03	03/1/2010	1818	quits	level
JTS00000000QUL	2010	M04	04/1/2010	1906	quits	level
JTS00000000QUL	2010	M05	05/1/2010	1779	quits	level
JTS00000000QUL	2010	M06	06/1/2010	1910	quits	level
JTS00000000QUL	2010	M07	07/1/2010	1846	quits	level
JTS00000000QUL	2010	M08	08/1/2010	1864	quits	level
JTS00000000QUL	2010	M09	09/1/2010	1888	quits	level
JTS00000000QUL	2010	M10	10/1/2010	1877	quits	level
JTS00000000QUL	2010	M11	11/1/2010	1821	quits	level
JTS00000000QUL	2010	M12	12/1/2010	1943	quits	level
JTS00000000QUL	2011	M01	01/1/2011	1814	quits	level
JTS00000000QUL	2011	M02	02/1/2011	1872	quits	level
JTS00000000QUL	2011	M03	03/1/2011	1988	quits	level
JTS00000000QUL	2011	M04	04/1/2011	1933	quits	level
JTS00000000QUL	2011	M05	05/1/2011	1990	quits	level
JTS00000000QUL	2011	M06	06/1/2011	1946	quits	level
JTS00000000QUL	2011	M07	07/1/2011	1971	quits	level
JTS00000000QUL	2011	M08	08/1/2011	2043	quits	level
JTS00000000QUL	2011	M09	09/1/2011	2029	quits	level
JTS00000000QUL	2011	M10	10/1/2011	1965	quits	level
JTS00000000QUL	2011	M11	11/1/2011	1970	quits	level
JTS00000000QUL	2011	M12	12/1/2011	1973	quits	level
JTS00000000QUL	2012	M01	01/1/2012	1978	quits	level
JTS00000000QUL	2012	M02	02/1/2012	2090	quits	level
JTS00000000QUL	2012	M03	03/1/2012	2191	quits	level
JTS00000000QUL	2012	M04	04/1/2012	2097	quits	level
JTS00000000QUL	2012	M05	05/1/2012	2162	quits	level
JTS00000000QUL	2012	M06	06/1/2012	2141	quits	level
JTS00000000QUL	2012	M07	07/1/2012	2092	quits	level
JTS00000000QUL	2012	M08	08/1/2012	2119	quits	level
JTS00000000QUL	2012	M09	09/1/2012	1941	quits	level
JTS00000000QUL	2012	M10	10/1/2012	2043	quits	level
JTS00000000QUL	2012	M11	11/1/2012	2095	quits	level
JTS00000000QUL	2012	M12	12/1/2012	2138	quits	level
JTS00000000QUL	2013	M01	01/1/2013	2301	quits	level
JTS00000000QUL	2013	M02	02/1/2013	2268	quits	level
JTS00000000QUL	2013	M03	03/1/2013	2103	quits	level
JTS00000000QUL	2013	M04	04/1/2013	2238	quits	level
JTS00000000QUL	2013	M05	05/1/2013	2198	quits	level
JTS00000000QUL	2013	M06	06/1/2013	2199	quits	level
JTS00000000QUL	2013	M07	07/1/2013	2305	quits	level
JTS00000000QUL	2013	M08	08/1/2013	2346	quits	level
JTS00000000QUL	2013	M09	09/1/2013	2381	quits	level
JTS00000000QUL	2013	M10	10/1/2013	2426	quits	level
JTS00000000QUL	2013	M11	11/1/2013	2448	quits	level
JTS00000000QUL	2013	M12	12/1/2013	2417	quits	level
JTS00000000QUL	2014	M01	01/1/2014	2368	quits	level
JTS00000000QUL	2014	M02	02/1/2014	2475	quits	level
JTS00000000QUL	2014	M03	03/1/2014	2461	quits	level
JTS00000000QUL	2014	M04	04/1/2014	2467	quits	level
JTS00000000QUL	2014	M05	05/1/2014	2527	quits	level
JTS00000000QUR	2000	M12	12/1/2000	2.3	quits	rate
JTS00000000QUR	2001	M01	01/1/2001	2.6	quits	rate
JTS00000000QUR	2001	M02	02/1/2001	2.5	quits	rate
JTS00000000QUR	2001	M03	03/1/2001	2.4	quits	rate
JTS00000000QUR	2001	M04	04/1/2001	2.4	quits	rate
JTS00000000QUR	2001	M05	05/1/2001	2.4	quits	rate
JTS00000000QUR	2001	M06	06/1/2001	2.3	quits	rate
JTS00000000QUR	2001	M07	07/1/2001	2.2	quits	rate
JTS00000000QUR	2001	M08	08/1/2001	2.1	quits	rate
JTS00000000QUR	2001	M09	09/1/2001	2.1	quits	rate
JTS00000000QUR	2001	M10	10/1/2001	2.2	quits	rate
JTS00000000QUR	2001	M11	11/1/2001	2	quits	rate
JTS00000000QUR	2001	M12	12/1/2001	2	quits	rate
JTS00000000QUR	2002	M01	01/1/2002	2.2	quits	rate
JTS00000000QUR	2002	M02	02/1/2002	2	quits	rate
JTS00000000QUR	2002	M03	03/1/2002	1.9	quits	rate
JTS00000000QUR	2002	M04	04/1/2002	2.1	quits	rate
JTS00000000QUR	2002	M05	05/1/2002	2.1	quits	rate
JTS00000000QUR	2002	M06	06/1/2002	2	quits	rate
JTS00000000QUR	2002	M07	07/1/2002	2.1	quits	rate
JTS00000000QUR	2002	M08	08/1/2002	2	quits	rate
JTS00000000QUR	2002	M09	09/1/2002	2	quits	rate
JTS00000000QUR	2002	M10	10/1/2002	2	quits	rate
JTS00000000QUR	2002	M11	11/1/2002	1.9	quits	rate
JTS00000000QUR	2002	M12	12/1/2002	2	quits	rate
JTS00000000QUR	2003	M01	01/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M02	02/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M03	03/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M04	04/1/2003	1.8	quits	rate
JTS00000000QUR	2003	M05	05/1/2003	1.8	quits	rate
JTS00000000QUR	2003	M06	06/1/2003	1.8	quits	rate
JTS00000000QUR	2003	M07	07/1/2003	1.8	quits	rate
JTS00000000QUR	2003	M08	08/1/2003	1.8	quits	rate
JTS00000000QUR	2003	M09	09/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M10	10/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M11	11/1/2003	1.9	quits	rate
JTS00000000QUR	2003	M12	12/1/2003	1.9	quits	rate
JTS00000000QUR	2004	M01	01/1/2004	1.9	quits	rate
JTS00000000QUR	2004	M02	02/1/2004	1.9	quits	rate
JTS00000000QUR	2004	M03	03/1/2004	2	quits	rate
JTS00000000QUR	2004	M04	04/1/2004	2	quits	rate
JTS00000000QUR	2004	M05	05/1/2004	1.9	quits	rate
JTS00000000QUR	2004	M06	06/1/2004	2	quits	rate
JTS00000000QUR	2004	M07	07/1/2004	2	quits	rate
JTS00000000QUR	2004	M08	08/1/2004	2	quits	rate
JTS00000000QUR	2004	M09	09/1/2004	2	quits	rate
JTS00000000QUR	2004	M10	10/1/2004	2	quits	rate
JTS00000000QUR	2004	M11	11/1/2004	2.1	quits	rate
JTS00000000QUR	2004	M12	12/1/2004	2.1	quits	rate
JTS00000000QUR	2005	M01	01/1/2005	2.1	quits	rate
JTS00000000QUR	2005	M02	02/1/2005	2	quits	rate
JTS00000000QUR	2005	M03	03/1/2005	2.1	quits	rate
JTS00000000QUR	2005	M04	04/1/2005	2.1	quits	rate
JTS00000000QUR	2005	M05	05/1/2005	2.1	quits	rate
JTS00000000QUR	2005	M06	06/1/2005	2.1	quits	rate
JTS00000000QUR	2005	M07	07/1/2005	2	quits	rate
JTS00000000QUR	2005	M08	08/1/2005	2.2	quits	rate
JTS00000000QUR	2005	M09	09/1/2005	2.3	quits	rate
JTS00000000QUR	2005	M10	10/1/2005	2.2	quits	rate
JTS00000000QUR	2005	M11	11/1/2005	2.2	quits	rate
JTS00000000QUR	2005	M12	12/1/2005	2.1	quits	rate
JTS00000000QUR	2006	M01	01/1/2006	2.1	quits	rate
JTS00000000QUR	2006	M02	02/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M03	03/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M04	04/1/2006	2.1	quits	rate
JTS00000000QUR	2006	M05	05/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M06	06/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M07	07/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M08	08/1/2006	2.2	quits	rate
JTS00000000QUR	2006	M09	09/1/2006	2.1	quits	rate
JTS00000000QUR	2006	M10	10/1/2006	2.1	quits	rate
JTS00000000QUR	2006	M11	11/1/2006	2.3	quits	rate
JTS00000000QUR	2006	M12	12/1/2006	2.2	quits	rate
JTS00000000QUR	2007	M01	01/1/2007	2.2	quits	rate
JTS00000000QUR	2007	M02	02/1/2007	2.2	quits	rate
JTS00000000QUR	2007	M03	03/1/2007	2.2	quits	rate
JTS00000000QUR	2007	M04	04/1/2007	2.1	quits	rate
JTS00000000QUR	2007	M05	05/1/2007	2.2	quits	rate
JTS00000000QUR	2007	M06	06/1/2007	2	quits	rate
JTS00000000QUR	2007	M07	07/1/2007	2.1	quits	rate
JTS00000000QUR	2007	M08	08/1/2007	2.1	quits	rate
JTS00000000QUR	2007	M09	09/1/2007	1.9	quits	rate
JTS00000000QUR	2007	M10	10/1/2007	2.1	quits	rate
JTS00000000QUR	2007	M11	11/1/2007	2	quits	rate
JTS00000000QUR	2007	M12	12/1/2007	2	quits	rate
JTS00000000QUR	2008	M01	01/1/2008	2	quits	rate
JTS00000000QUR	2008	M02	02/1/2008	2	quits	rate
JTS00000000QUR	2008	M03	03/1/2008	1.9	quits	rate
JTS00000000QUR	2008	M04	04/1/2008	2.1	quits	rate
JTS00000000QUR	2008	M05	05/1/2008	1.9	quits	rate
JTS00000000QUR	2008	M06	06/1/2008	1.9	quits	rate
JTS00000000QUR	2008	M07	07/1/2008	1.8	quits	rate
JTS00000000QUR	2008	M08	08/1/2008	1.7	quits	rate
JTS00000000QUR	2008	M09	09/1/2008	1.8	quits	rate
JTS00000000QUR	2008	M10	10/1/2008	1.8	quits	rate
JTS00000000QUR	2008	M11	11/1/2008	1.5	quits	rate
JTS00000000QUR	2008	M12	12/1/2008	1.6	quits	rate
JTS00000000QUR	2009	M01	01/1/2009	1.5	quits	rate
JTS00000000QUR	2009	M02	02/1/2009	1.5	quits	rate
JTS00000000QUR	2009	M03	03/1/2009	1.4	quits	rate
JTS00000000QUR	2009	M04	04/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M05	05/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M06	06/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M07	07/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M08	08/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M09	09/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M10	10/1/2009	1.3	quits	rate
JTS00000000QUR	2009	M11	11/1/2009	1.4	quits	rate
JTS00000000QUR	2009	M12	12/1/2009	1.3	quits	rate
JTS00000000QUR	2010	M01	01/1/2010	1.3	quits	rate
JTS00000000QUR	2010	M02	02/1/2010	1.3	quits	rate
JTS00000000QUR	2010	M03	03/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M04	04/1/2010	1.5	quits	rate
JTS00000000QUR	2010	M05	05/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M06	06/1/2010	1.5	quits	rate
JTS00000000QUR	2010	M07	07/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M08	08/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M09	09/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M10	10/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M11	11/1/2010	1.4	quits	rate
JTS00000000QUR	2010	M12	12/1/2010	1.5	quits	rate
JTS00000000QUR	2011	M01	01/1/2011	1.4	quits	rate
JTS00000000QUR	2011	M02	02/1/2011	1.4	quits	rate
JTS00000000QUR	2011	M03	03/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M04	04/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M05	05/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M06	06/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M07	07/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M08	08/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M09	09/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M10	10/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M11	11/1/2011	1.5	quits	rate
JTS00000000QUR	2011	M12	12/1/2011	1.5	quits	rate
JTS00000000QUR	2012	M01	01/1/2012	1.5	quits	rate
JTS00000000QUR	2012	M02	02/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M03	03/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M04	04/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M05	05/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M06	06/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M07	07/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M08	08/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M09	09/1/2012	1.4	quits	rate
JTS00000000QUR	2012	M10	10/1/2012	1.5	quits	rate
JTS00000000QUR	2012	M11	11/1/2012	1.6	quits	rate
JTS00000000QUR	2012	M12	12/1/2012	1.6	quits	rate
JTS00000000QUR	2013	M01	01/1/2013	1.7	quits	rate
JTS00000000QUR	2013	M02	02/1/2013	1.7	quits	rate
JTS00000000QUR	2013	M03	03/1/2013	1.6	quits	rate
JTS00000000QUR	2013	M04	04/1/2013	1.6	quits	rate
JTS00000000QUR	2013	M05	05/1/2013	1.6	quits	rate
JTS00000000QUR	2013	M06	06/1/2013	1.6	quits	rate
JTS00000000QUR	2013	M07	07/1/2013	1.7	quits	rate
JTS00000000QUR	2013	M08	08/1/2013	1.7	quits	rate
JTS00000000QUR	2013	M09	09/1/2013	1.7	quits	rate
JTS00000000QUR	2013	M10	10/1/2013	1.8	quits	rate
JTS00000000QUR	2013	M11	11/1/2013	1.8	quits	rate
JTS00000000QUR	2013	M12	12/1/2013	1.8	quits	rate
JTS00000000QUR	2014	M01	01/1/2014	1.7	quits	rate
JTS00000000QUR	2014	M02	02/1/2014	1.8	quits	rate
JTS00000000QUR	2014	M03	03/1/2014	1.8	quits	rate
JTS00000000QUR	2014	M04	04/1/2014	1.8	quits	rate
JTS00000000QUR	2014	M05	05/1/2014	1.8	quits	rate
JTS00000000TSL	2000	M12	12/1/2000	5266	separations	level
JTS00000000TSL	2001	M01	01/1/2001	5867	separations	level
JTS00000000TSL	2001	M02	02/1/2001	5412	separations	level
JTS00000000TSL	2001	M03	03/1/2001	5689	separations	level
JTS00000000TSL	2001	M04	04/1/2001	5547	separations	level
JTS00000000TSL	2001	M05	05/1/2001	5486	separations	level
JTS00000000TSL	2001	M06	06/1/2001	5279	separations	level
JTS00000000TSL	2001	M07	07/1/2001	5250	separations	level
JTS00000000TSL	2001	M08	08/1/2001	5102	separations	level
JTS00000000TSL	2001	M09	09/1/2001	5175	separations	level
JTS00000000TSL	2001	M10	10/1/2001	5437	separations	level
JTS00000000TSL	2001	M11	11/1/2001	5074	separations	level
JTS00000000TSL	2001	M12	12/1/2001	4878	separations	level
JTS00000000TSL	2002	M01	01/1/2002	5107	separations	level
JTS00000000TSL	2002	M02	02/1/2002	5022	separations	level
JTS00000000TSL	2002	M03	03/1/2002	4667	separations	level
JTS00000000TSL	2002	M04	04/1/2002	5008	separations	level
JTS00000000TSL	2002	M05	05/1/2002	5004	separations	level
JTS00000000TSL	2002	M06	06/1/2002	4811	separations	level
JTS00000000TSL	2002	M07	07/1/2002	5089	separations	level
JTS00000000TSL	2002	M08	08/1/2002	4829	separations	level
JTS00000000TSL	2002	M09	09/1/2002	4879	separations	level
JTS00000000TSL	2002	M10	10/1/2002	4768	separations	level
JTS00000000TSL	2002	M11	11/1/2002	4807	separations	level
JTS00000000TSL	2002	M12	12/1/2002	5043	separations	level
JTS00000000TSL	2003	M01	01/1/2003	4895	separations	level
JTS00000000TSL	2003	M02	02/1/2003	4826	separations	level
JTS00000000TSL	2003	M03	03/1/2003	4684	separations	level
JTS00000000TSL	2003	M04	04/1/2003	4770	separations	level
JTS00000000TSL	2003	M05	05/1/2003	4722	separations	level
JTS00000000TSL	2003	M06	06/1/2003	4836	separations	level
JTS00000000TSL	2003	M07	07/1/2003	4735	separations	level
JTS00000000TSL	2003	M08	08/1/2003	4695	separations	level
JTS00000000TSL	2003	M09	09/1/2003	4726	separations	level
JTS00000000TSL	2003	M10	10/1/2003	4742	separations	level
JTS00000000TSL	2003	M11	11/1/2003	4648	separations	level
JTS00000000TSL	2003	M12	12/1/2003	4788	separations	level
JTS00000000TSL	2004	M01	01/1/2004	4681	separations	level
JTS00000000TSL	2004	M02	02/1/2004	4622	separations	level
JTS00000000TSL	2004	M03	03/1/2004	4902	separations	level
JTS00000000TSL	2004	M04	04/1/2004	4861	separations	level
JTS00000000TSL	2004	M05	05/1/2004	4700	separations	level
JTS00000000TSL	2004	M06	06/1/2004	4919	separations	level
JTS00000000TSL	2004	M07	07/1/2004	4837	separations	level
JTS00000000TSL	2004	M08	08/1/2004	4959	separations	level
JTS00000000TSL	2004	M09	09/1/2004	4785	separations	level
JTS00000000TSL	2004	M10	10/1/2004	4739	separations	level
JTS00000000TSL	2004	M11	11/1/2004	5118	separations	level
JTS00000000TSL	2004	M12	12/1/2004	5082	separations	level
JTS00000000TSL	2005	M01	01/1/2005	5048	separations	level
JTS00000000TSL	2005	M02	02/1/2005	4970	separations	level
JTS00000000TSL	2005	M03	03/1/2005	5132	separations	level
JTS00000000TSL	2005	M04	04/1/2005	4952	separations	level
JTS00000000TSL	2005	M05	05/1/2005	5114	separations	level
JTS00000000TSL	2005	M06	06/1/2005	5065	separations	level
JTS00000000TSL	2005	M07	07/1/2005	4910	separations	level
JTS00000000TSL	2005	M08	08/1/2005	5175	separations	level
JTS00000000TSL	2005	M09	09/1/2005	5291	separations	level
JTS00000000TSL	2005	M10	10/1/2005	4979	separations	level
JTS00000000TSL	2005	M11	11/1/2005	4896	separations	level
JTS00000000TSL	2005	M12	12/1/2005	4962	separations	level
JTS00000000TSL	2006	M01	01/1/2006	4937	separations	level
JTS00000000TSL	2006	M02	02/1/2006	5094	separations	level
JTS00000000TSL	2006	M03	03/1/2006	5051	separations	level
JTS00000000TSL	2006	M04	04/1/2006	4967	separations	level
JTS00000000TSL	2006	M05	05/1/2006	5435	separations	level
JTS00000000TSL	2006	M06	06/1/2006	5131	separations	level
JTS00000000TSL	2006	M07	07/1/2006	5121	separations	level
JTS00000000TSL	2006	M08	08/1/2006	4963	separations	level
JTS00000000TSL	2006	M09	09/1/2006	5004	separations	level
JTS00000000TSL	2006	M10	10/1/2006	5092	separations	level
JTS00000000TSL	2006	M11	11/1/2006	5290	separations	level
JTS00000000TSL	2006	M12	12/1/2006	5148	separations	level
JTS00000000TSL	2007	M01	01/1/2007	5016	separations	level
JTS00000000TSL	2007	M02	02/1/2007	5151	separations	level
JTS00000000TSL	2007	M03	03/1/2007	5121	separations	level
JTS00000000TSL	2007	M04	04/1/2007	5108	separations	level
JTS00000000TSL	2007	M05	05/1/2007	5048	separations	level
JTS00000000TSL	2007	M06	06/1/2007	5043	separations	level
