id	year	month	date	value	type
LNS12026619	2011	M09	09/1/2011	6994	multipleJobholders
LNS12026619	2011	M10	10/1/2011	6928	multipleJobholders
LNS12026619	2011	M11	11/1/2011	6987	multipleJobholders
LNS12026619	2011	M12	12/1/2011	6998	multipleJobholders
LNS12026619	2012	M01	01/1/2012	7006	multipleJobholders
LNS12026619	2012	M02	02/1/2012	6961	multipleJobholders
LNS12026619	2012	M03	03/1/2012	6954	multipleJobholders
LNS12026619	2012	M04	04/1/2012	6891	multipleJobholders
LNS12026619	2012	M05	05/1/2012	6993	multipleJobholders
LNS12026619	2012	M06	06/1/2012	6754	multipleJobholders
LNS12026619	2012	M07	07/1/2012	6870	multipleJobholders
LNS12026619	2012	M08	08/1/2012	6910	multipleJobholders
LNS12026619	2012	M09	09/1/2012	6870	multipleJobholders
LNS12026619	2012	M10	10/1/2012	6931	multipleJobholders
LNS12026619	2012	M11	11/1/2012	7135	multipleJobholders
LNS12026619	2012	M12	12/1/2012	7032	multipleJobholders
LNS12026619	2013	M01	01/1/2013	6902	multipleJobholders
LNS12026619	2013	M02	02/1/2013	7268	multipleJobholders
LNS12026619	2013	M03	03/1/2013	7085	multipleJobholders
LNS12026619	2013	M04	04/1/2013	6982	multipleJobholders
LNS12026619	2013	M05	05/1/2013	6952	multipleJobholders
LNS12026619	2013	M06	06/1/2013	7044	multipleJobholders
LNS12026619	2013	M07	07/1/2013	7036	multipleJobholders
LNS12026619	2013	M08	08/1/2013	7048	multipleJobholders
LNS12026619	2013	M09	09/1/2013	7007	multipleJobholders
LNS12026619	2013	M10	10/1/2013	6948	multipleJobholders
LNS12026619	2013	M11	11/1/2013	6880	multipleJobholders
LNS12026619	2013	M12	12/1/2013	6877	multipleJobholders
LNS12026619	2014	M01	01/1/2014	6849	multipleJobholders
LNS12026619	2014	M02	02/1/2014	6960	multipleJobholders
LNS12026619	2014	M03	03/1/2014	6998	multipleJobholders
LNS12026619	2014	M04	04/1/2014	7093	multipleJobholders
LNS12026619	2014	M05	05/1/2014	7113	multipleJobholders
