rank,prime,digits,year,type,
2087,876300336177*2^1290000-1,388341,2013,other,
2086,876343168155*2^1290000-1,388341,2013,other,
2085,878000438817*2^1290000-1,388341,2013,other,
2084,878050315047*2^1290000-1,388341,2013,other,
2083,878374978005*2^1290000-1,388341,2013,other,
2082,878639678847*2^1290000-1,388341,2013,other,
2081,880482001467*2^1290000-1,388341,2013,other,
2080,880493050785*2^1290000-1,388341,2013,other,
2079,881424702405*2^1290000-1,388341,2013,other,
2078,882585723087*2^1290000-1,388341,2013,other,
2077,883240798125*2^1290000-1,388341,2013,other,
2076,883666066155*2^1290000-1,388341,2013,other,
2075,885236623455*2^1290000-1,388341,2013,other,
2074,885721881807*2^1290000-1,388341,2013,other,
2073,887224672425*2^1290000-1,388341,2013,other,
2072,888301472835*2^1290000-1,388341,2013,other,
2071,888393312837*2^1290000-1,388341,2013,other,
2070,888605121675*2^1290000-1,388341,2013,other,
2069,893189310477*2^1290000-1,388341,2013,other,
2068,894637861395*2^1290000-1,388341,2013,other,
2067,896401769895*2^1290000-1,388341,2013,other,
2066,898167691347*2^1290000-1,388341,2013,other,
2065,899202841647*2^1290000-1,388341,2013,other,
2064,899679370917*2^1290000-1,388341,2013,other,
2063,903420729027*2^1290000-1,388341,2013,other,
2062,903461791617*2^1290000-1,388341,2013,other,
2061,907717371825*2^1290000-1,388341,2013,other,
2060,908296607487*2^1290000-1,388341,2013,other,
2059,908954560587*2^1290000-1,388341,2013,other,
2058,912420115455*2^1290000-1,388341,2013,other,
2057,912572197665*2^1290000-1,388341,2013,other,
2056,914170194117*2^1290000-1,388341,2013,other,
2055,914750194545*2^1290000-1,388341,2013,other,
2054,915076577607*2^1290000-1,388341,2013,other,
2053,918102769257*2^1290000-1,388341,2013,other,
2052,918750404775*2^1290000-1,388341,2013,other,
