realDate,iNSA,iSeasonality,iSA,iMonth,cNSA,cSeasonality,cSA,cMonth,year,date,week,avgSeasonality
09/10/1977,260000,72.4,359000,366250,2181000,83.8,2601000,2597750,1977,09/10/2014,37,75.3979166667
09/17/1977,289000,80,362000,365000,2089000,80.2,2605000,2596000,1977,09/17/2014,38,79.9854166667
09/24/1977,293000,77.3,380000,368750,2058000,79.7,2581000,2589500,1977,09/24/2014,39,78.0541666667
10/01/1977,275000,79.3,348000,362250,2023000,78.3,2583000,2592500,1977,10/01/2014,40,81.9541666667
10/08/1977,345000,94.6,365000,363750,1984000,77,2575000,2586000,1977,10/08/2014,41,93.88125
10/15/1977,287000,80.2,358000,362750,2096000,81.4,2575000,2578500,1977,10/15/2014,42,83.7458333333
10/22/1977,322000,85.9,375000,361500,2076000,81.1,2561000,2573500,1977,10/22/2014,43,89.5875
10/29/1977,309000,88.6,349000,361750,2126000,82.2,2587000,2574500,1977,10/29/2014,44,91.0604166667
11/05/1977,352000,96.3,366000,362000,2080000,82,2535000,2564500,1977,11/05/2014,45,101.4520833333
11/12/1977,310000,93,334000,356000,2261000,87.2,2592000,2568750,1977,11/12/2014,46,95.6854166667
11/19/1977,367000,102.3,360000,352250,2131000,84.3,2527000,2560250,1977,11/19/2014,47,108.5583333333
11/26/1977,342000,96.7,354000,353500,2483000,94.8,2620000,2568500,1977,11/26/2014,48,96.8895833333
12/03/1977,430000,117.4,367000,353750,2446000,97.6,2505000,2561000,1977,12/03/2014,49,128.0395833333
12/10/1977,448000,123.2,364000,361250,2540000,100.4,2529000,2545250,1977,12/10/2014,50,120.1020833333
12/17/1977,412000,114.8,359000,361000,2571000,100.5,2558000,2553000,1977,12/17/2014,51,118.83125
12/24/1977,450000,131,344000,358500,2594000,104.5,2482000,2518500,1977,12/24/2014,52,135.4645833333
12/31/1977,535000,147.1,364000,357750,2949000,119.8,2461000,2507500,1977,12/31/2014,1,148.5
01/07/1978,559000,161.8,346000,353250,3167000,129,2456000,2489250,1978,01/07/2014,2,180.9125
01/14/1978,579000,168.9,343000,349250,3053000,126.2,2418000,2454250,1978,01/14/2014,3,154.50625
01/21/1978,500000,142.1,352000,351250,3243000,128.6,2522000,2464250,1978,01/21/2014,4,121.3145833333
01/28/1978,445000,122.8,363000,351000,3321000,128.8,2578000,2493500,1978,01/28/2014,5,117.7895833333
02/04/1978,447000,124.1,360000,354500,3143000,127.4,2468000,2496500,1978,02/04/2014,6,118.0770833333
02/11/1978,438000,117.4,373000,362000,3391000,127.7,2656000,2556000,1978,02/11/2014,7,107.6958333333
02/18/1978,455000,106,429000,381250,3261000,128.2,2545000,2561750,1978,02/18/2014,8,99.5791666667
02/25/1978,372000,100.5,371000,383250,3294000,129,2553000,2555500,1978,02/25/2014,9,98.6265306122
03/04/1978,360000,101.8,355000,382000,3150000,124.5,2529000,2570750,1978,03/04/2014,10,100.6916666667
03/11/1978,342000,95.5,359000,378500,3063000,121.3,2526000,2538250,1978,03/11/2014,11,94.76875
03/18/1978,302000,87.2,347000,358000,2897000,117.3,2471000,2519750,1978,03/18/2014,12,90.3145833333
03/25/1978,280000,83.6,335000,349000,2812000,113.7,2473000,2499750,1978,03/25/2014,13,87.2958333333
04/01/1978,278000,83.7,333000,343500,2683000,109.4,2453000,2480750,1978,04/01/2014,14,90.8916666667
04/08/1978,338000,97.9,345000,340000,2548000,106.3,2397000,2448500,1978,04/08/2014,15,100.3458333333
04/15/1978,279000,90.6,309000,330500,2420000,103.5,2339000,2415500,1978,04/15/2014,16,91.0125
04/22/1978,277000,86.9,319000,326500,2324000,101.6,2287000,2369000,1978,04/22/2014,17,88.7520833333
04/29/1978,269000,83.3,324000,324250,2224000,97.9,2272000,2323750,1978,04/29/2014,18,85.18125
05/06/1978,291000,87.3,334000,321500,2151000,95.8,2246000,2286000,1978,05/06/2014,19,88.0708333333
05/13/1978,268000,83.4,322000,324750,2092000,93.8,2231000,2259000,1978,05/13/2014,20,83.71875
05/20/1978,266000,80,334000,328500,2052000,91.7,2238000,2246750,1978,05/20/2014,21,83.2770833333
05/27/1978,256000,80.5,318000,327000,1934000,87.5,2211000,2231500,1978,05/27/2014,22,80.88125
06/03/1978,242000,78.4,310000,321000,2012000,90.5,2224000,2226000,1978,06/03/2014,23,84.76875
06/10/1978,292000,88.2,331000,323250,1961000,89.6,2189000,2215500,1978,06/10/2014,24,89.4979166667
06/17/1978,287000,88.2,326000,321250,1974000,88.7,2225000,2212250,1978,06/17/2014,25,88.6270833333
06/24/1978,297000,90.2,330000,324250,1973000,87.7,2249000,2221750,1978,06/24/2014,26,90.2958333333
07/01/1978,347000,99.9,348000,333750,1918000,85.6,2242000,2226250,1978,07/01/2014,27,102.0479166667
07/08/1978,428000,120.3,356000,340000,2255000,96.7,2331000,2261750,1978,07/08/2014,28,122.8708333333
07/15/1978,421000,119.7,352000,346500,2295000,98.6,2328000,2287500,1978,07/15/2014,29,115.3395833333
07/22/1978,387000,111,349000,351250,2255000,97.2,2321000,2305500,1978,07/22/2014,30,101.0583333333
07/29/1978,371000,107.1,346000,350750,2248000,95.9,2344000,2331000,1978,07/29/2014,31,93.5145833333
08/05/1978,376000,103.1,365000,353000,2293000,95.8,2395000,2347000,1978,08/05/2014,32,92.3583333333
08/12/1978,326000,92.3,354000,353500,2288000,94.5,2422000,2370500,1978,08/12/2014,33,83.7666666667
08/19/1978,287000,83.7,343000,352000,2204000,91.6,2405000,2391500,1978,08/19/2014,34,79.9625
08/26/1978,264000,79.4,333000,348750,2098000,88.5,2370000,2398000,1978,08/26/2014,35,77.5104166667
09/02/1978,249000,79.7,313000,335750,1936000,82.9,2336000,2383250,1978,09/02/2014,36,77.93125
09/09/1978,246000,73.2,337000,331500,1962000,86.1,2278000,2347250,1978,09/09/2014,37,75.3979166667
09/16/1978,262000,81.6,322000,326250,1864000,82.1,2271000,2313750,1978,09/16/2014,38,79.9854166667
09/23/1978,254000,78.7,323000,323750,1831000,81.5,2247000,2283000,1978,09/23/2014,39,78.0541666667
09/30/1978,249000,78.5,318000,325000,1767000,79.7,2217000,2253250,1978,09/30/2014,40,81.9541666667
10/07/1978,323000,94.4,343000,326500,1739000,78.4,2219000,2238500,1978,10/07/2014,41,93.88125
10/14/1978,262000,82.8,316000,325000,1862000,81.9,2274000,2239250,1978,10/14/2014,42,83.7458333333
10/21/1978,287000,85,338000,328750,1819000,82.4,2207000,2229250,1978,10/21/2014,43,89.5875
10/28/1978,280000,88.9,316000,328250,1847000,83.1,2222000,2230500,1978,10/28/2014,44,91.0604166667
11/04/1978,302000,95.6,317000,321750,1812000,82.8,2188000,2222750,1978,11/04/2014,45,101.4520833333
11/11/1978,286000,94.2,304000,318750,1918000,87.2,2200000,2204250,1978,11/11/2014,46,95.6854166667
11/18/1978,345000,100.9,342000,319750,1854000,85.9,2158000,2192000,1978,11/18/2014,47,108.5583333333
11/25/1978,350000,97.7,359000,330500,2204000,93.8,2349000,2223750,1978,11/25/2014,48,96.8895833333
12/02/1978,427000,113.6,377000,345500,2220000,98.7,2248000,2238750,1978,12/02/2014,49,128.0395833333
12/09/1978,427000,124.4,344000,355500,2312000,100.9,2292000,2261750,1978,12/09/2014,50,120.1020833333
12/16/1978,390000,112.6,347000,356750,2360000,101.4,2328000,2304250,1978,12/16/2014,51,118.83125
12/23/1978,447000,127.2,352000,355000,2332000,102.5,2276000,2286000,1978,12/23/2014,52,135.4645833333
12/30/1978,515000,143.9,358000,350250,2719000,118.8,2289000,2296250,1978,12/30/2014,1,148.5
01/06/1979,559000,155.8,359000,354000,3041000,128.5,2366000,2314750,1979,01/06/2014,2,180.9125
01/13/1979,680000,173.8,392000,365250,2980000,125.8,2368000,2324750,1979,01/13/2014,3,154.50625
01/20/1979,488000,145,337000,361500,3064000,127.5,2403000,2356500,1979,01/20/2014,4,121.3145833333
01/27/1979,423000,123.6,342000,357500,3061000,127.9,2393000,2382500,1979,01/27/2014,5,117.7895833333
02/03/1979,424000,121.7,348000,354750,3039000,126.1,2411000,2393750,1979,02/03/2014,6,118.0770833333
02/10/1979,418000,116.7,359000,346500,3018000,125.1,2412000,2404750,1979,02/10/2014,7,107.6958333333
02/17/1979,384000,104.7,367000,354000,3013000,126.4,2383000,2399750,1979,02/17/2014,8,99.5791666667
02/24/1979,364000,101.2,360000,358500,3146000,128.3,2451000,2414250,1979,02/24/2014,9,98.6265306122
03/03/1979,358000,101,355000,360250,3033000,123.7,2451000,2424250,1979,03/03/2014,10,100.6916666667
03/10/1979,346000,95.4,363000,361250,2900000,120.2,2413000,2424500,1979,03/10/2014,11,94.76875
03/17/1979,315000,87.9,359000,359250,2771000,116.6,2377000,2423000,1979,03/17/2014,12,90.3145833333
03/24/1979,296000,83.9,353000,357500,2660000,113.1,2353000,2398500,1979,03/24/2014,13,87.2958333333
03/31/1979,300000,83.2,360000,358750,2556000,109.4,2335000,2369500,1979,03/31/2014,14,90.8916666667
04/07/1979,449000,96.7,465000,384250,2504000,105.8,2368000,2358250,1979,04/07/2014,15,100.3458333333
04/14/1979,424000,92.7,457000,408750,2542000,103,2467000,2380750,1979,04/14/2014,16,91.0125
04/21/1979,340000,88.9,383000,416250,2446000,101.6,2408000,2394500,1979,04/21/2014,17,88.7520833333
04/28/1979,303000,85,357000,415500,2317000,98.5,2351000,2398500,1979,04/28/2014,18,85.18125
05/05/1979,307000,87.2,353000,387500,2195000,95.8,2292000,2379500,1979,05/05/2014,19,88.0708333333
05/12/1979,290000,84.5,344000,359250,2127000,94.1,2261000,2328000,1979,05/12/2014,20,83.71875
05/19/1979,280000,81,346000,350000,2067000,92.3,2238000,2285500,1979,05/19/2014,21,83.2770833333
05/26/1979,287000,82.3,349000,348000,1970000,87.7,2246000,2259250,1979,05/26/2014,22,80.88125
06/02/1979,262000,78.1,336000,343750,2052000,90.8,2260000,2251250,1979,06/02/2014,23,84.76875
06/09/1979,322000,88.4,365000,349000,1987000,90,2207000,2237750,1979,06/09/2014,24,89.4979166667
06/16/1979,312000,89.1,351000,350250,1997000,89.4,2234000,2236750,1979,06/16/2014,25,88.6270833333
06/23/1979,343000,90.8,379000,357750,2010000,88.4,2275000,2244000,1979,06/23/2014,26,90.2958333333
06/30/1979,366000,99.5,369000,366000,1958000,85.8,2282000,2249500,1979,06/30/2014,27,102.0479166667
07/07/1979,458000,124.5,368000,366750,2277000,96.2,2368000,2289750,1979,07/07/2014,28,122.8708333333
07/14/1979,446000,121.4,368000,371000,2333000,99,2356000,2320250,1979,07/14/2014,29,115.3395833333
07/21/1979,445000,112.7,395000,375000,2278000,97.6,2335000,2335250,1979,07/21/2014,30,101.0583333333
07/28/1979,417000,108,386000,379250,2298000,96.8,2375000,2358500,1979,07/28/2014,31,93.5145833333
08/04/1979,428000,104.1,412000,390250,2338000,96.5,2422000,2372000,1979,08/04/2014,32,92.3583333333
08/11/1979,360000,93.3,386000,394750,2353000,95.4,2466000,2399500,1979,08/11/2014,33,83.7666666667
08/18/1979,329000,85.2,387000,392750,2290000,92.6,2474000,2434250,1979,08/18/2014,34,79.9625
08/25/1979,313000,80.4,390000,393750,2219000,89.8,2471000,2458250,1979,08/25/2014,35,77.5104166667
09/01/1979,312000,80.4,389000,388000,2064000,84.3,2448000,2464750,1979,09/01/2014,36,77.93125
09/08/1979,285000,75.4,378000,386000,2107000,86.6,2432000,2456250,1979,09/08/2014,37,75.3979166667
09/15/1979,311000,81,384000,385250,2039000,83.9,2431000,2445500,1979,09/15/2014,38,79.9854166667
09/22/1979,309000,79.7,388000,384750,1987000,82.6,2404000,2428750,1979,09/22/2014,39,78.0541666667
09/29/1979,303000,77.8,390000,385000,1964000,81,2426000,2423250,1979,09/29/2014,40,81.9541666667
10/06/1979,379000,92.2,412000,393500,1924000,79.3,2428000,2422250,1979,10/06/2014,41,93.88125
10/13/1979,335000,85.4,393000,395750,2074000,81.8,2535000,2448250,1979,10/13/2014,42,83.7458333333
10/20/1979,342000,84.3,406000,400250,2059000,83.2,2475000,2466000,1979,10/20/2014,43,89.5875
10/27/1979,353000,88.7,398000,402250,2120000,84.1,2522000,2490000,1979,10/27/2014,44,91.0604166667
11/03/1979,372000,94.3,395000,398000,2145000,83.5,2569000,2525250,1979,11/03/2014,45,101.4520833333
11/10/1979,392000,94.9,414000,403250,2189000,86.3,2537000,2525750,1979,11/10/2014,46,95.6854166667
11/17/1979,401000,93.3,430000,409250,2201000,82.9,2656000,2571000,1979,11/17/2014,47,108.5583333333
11/24/1979,379000,91.8,414000,413250,2627000,99.2,2648000,2602500,1979,11/24/2014,48,96.8895833333
12/01/1979,513000,123.4,416000,418500,2615000,96.9,2698000,2634750,1979,12/01/2014,49,128.0395833333
12/08/1979,521000,125.7,415000,418750,2707000,100.8,2685000,2671750,1979,12/08/2014,50,120.1020833333
12/15/1979,455000,110.7,411000,414000,2756000,101.6,2712000,2685750,1979,12/15/2014,51,118.83125
12/22/1979,580000,123.4,471000,428250,2680000,100.2,2674000,2692250,1979,12/22/2014,52,135.4645833333
12/29/1979,596000,139.3,428000,431250,3161000,116,2725000,2699000,1979,12/29/2014,1,148.5
01/05/1980,574000,145.9,394000,426000,3619000,131.7,2749000,2715000,1980,01/05/2014,1,148.5
01/12/1980,804000,198.6,405000,424500,3498000,125.9,2778000,2731500,1980,01/12/2014,2,180.9125
01/19/1980,648000,145.4,446000,418250,3546000,127.4,2783000,2758750,1980,01/19/2014,3,154.50625
01/26/1980,515000,125.1,412000,414250,3498000,124.2,2817000,2781750,1980,01/26/2014,4,121.3145833333
02/02/1980,471000,116.5,404000,416750,3543000,123.7,2864000,2810500,1980,02/02/2014,5,117.7895833333
02/09/1980,493000,116.2,425000,421750,3492000,121.8,2867000,2832750,1980,02/09/2014,6,118.0770833333
02/16/1980,418000,100.8,415000,414000,3492000,121.4,2877000,2856250,1980,02/16/2014,7,107.6958333333
02/23/1980,415000,97,428000,418000,3596000,125.5,2866000,2868500,1980,02/23/2014,8,99.5791666667
03/01/1980,407000,99.5,409000,419250,3486000,122.4,2848000,2864500,1980,03/01/2014,9,98.6265306122
03/08/1980,413000,98.9,418000,417500,3475000,120.5,2883000,2868500,1980,03/08/2014,10,100.6916666667
03/15/1980,398000,92.1,432000,421750,3413000,118.2,2888000,2871250,1980,03/15/2014,11,94.76875
03/22/1980,392000,90.2,435000,423500,3337000,114.2,2921000,2885000,1980,03/22/2014,12,90.3145833333
03/29/1980,399000,84.2,475000,440000,3223000,112.4,2866000,2889500,1980,03/29/2014,13,87.2958333333
04/05/1980,451000,97.3,464000,451500,3245000,107.9,3007000,2920500,1980,04/05/2014,14,90.8916666667
04/12/1980,535000,98.4,544000,479500,3320000,107.6,3085000,2969750,1980,04/12/2014,15,100.3458333333
04/19/1980,495000,90.4,548000,507750,3292000,103.3,3188000,3036500,1980,04/19/2014,16,91.0125
04/26/1980,482000,85.6,563000,529750,3272000,101.4,3226000,3126500,1980,04/26/2014,17,88.7520833333
05/03/1980,491000,86,572000,556750,3241000,97.2,3334000,3208250,1980,05/03/2014,18,85.18125
05/10/1980,526000,87.6,601000,571000,3300000,96.6,3417000,3291250,1980,05/10/2014,19,88.0708333333
05/17/1980,539000,84,642000,594500,3347000,94.4,3544000,3380250,1980,05/17/2014,20,83.71875
05/24/1980,525000,83.9,627000,610500,3277000,88.6,3698000,3498250,1980,05/24/2014,21,83.2770833333
05/31/1980,477000,74.8,637000,626750,3489000,93.5,3731000,3597500,1980,05/31/2014,22,80.88125
06/07/1980,562000,92.3,610000,629000,3459000,91.5,3781000,3688500,1980,06/07/2014,23,84.76875
06/14/1980,511000,86.5,592000,616500,3448000,91.3,3779000,3747250,1980,06/14/2014,24,89.4979166667
06/21/1980,529000,88.3,599000,609500,3489000,90.4,3858000,3787250,1980,06/21/2014,25,88.6270833333
06/28/1980,563000,89.9,627000,607000,3384000,86.5,3912000,3832500,1980,06/28/2014,26,90.2958333333
07/05/1980,584000,100.9,579000,599250,3663000,95.8,3823000,3843000,1980,07/05/2014,27,102.0479166667
07/12/1980,643000,120.7,533000,584500,3803000,99.1,3836000,3857250,1980,07/12/2014,28,122.8708333333
07/19/1980,628000,110.7,567000,576500,3729000,96.3,3872000,3860750,1980,07/19/2014,29,115.3395833333
07/26/1980,569000,102,558000,559250,3635000,94.4,3851000,3845500,1980,07/26/2014,30,101.0583333333
08/02/1980,536000,94.3,569000,556750,3608000,95.2,3789000,3837000,1980,08/02/2014,31,93.5145833333
08/09/1980,494000,92.6,533000,556750,3601000,93.2,3862000,3843500,1980,08/09/2014,32,92.3583333333
08/16/1980,435000,83.1,525000,546250,3488000,91.5,3813000,3828750,1980,08/16/2014,33,83.7666666667
08/23/1980,410000,80.2,512000,534750,3366000,89.7,3754000,3804500,1980,08/23/2014,34,79.9625
08/30/1980,397000,79.2,502000,518000,3136000,82.4,3808000,3809250,1980,08/30/2014,35,77.5104166667
09/06/1980,374000,73.3,511000,512500,3242000,87.7,3698000,3768250,1980,09/06/2014,36,77.93125
09/13/1980,414000,84.2,492000,504250,3123000,84.4,3699000,3739750,1980,09/13/2014,37,75.3979166667
09/20/1980,381000,82.1,465000,492500,3063000,82.8,3698000,3725750,1980,09/20/2014,38,79.9854166667
09/27/1980,363000,78.6,463000,482750,2984000,81.1,3679000,3693500,1980,09/27/2014,39,78.0541666667
10/04/1980,410000,88.9,462000,470500,2931000,79.8,3672000,3687000,1980,10/04/2014,40,81.9541666667
10/11/1980,417000,93.4,447000,459250,2854000,80.4,3549000,3649500,1980,10/11/2014,41,93.88125
10/18/1980,355000,83.8,425000,449250,2939000,84.5,3477000,3594250,1980,10/18/2014,42,83.7458333333
10/25/1980,384000,92.1,418000,438000,2943000,83.5,3527000,3556250,1980,10/25/2014,43,89.5875
11/01/1980,395000,94.3,419000,427250,2862000,84.4,3391000,3486000,1980,11/01/2014,44,91.0604166667
11/08/1980,416000,102.4,407000,417250,2840000,84,3380000,3443750,1980,11/08/2014,45,101.4520833333
11/15/1980,403000,94.4,427000,417750,3027000,92.8,3260000,3389500,1980,11/15/2014,46,95.6854166667
11/22/1980,440000,110.7,398000,412750,2780000,84.2,3303000,3333500,1980,11/22/2014,47,108.5583333333
11/29/1980,407000,98.8,412000,411000,3286000,103.7,3169000,3278000,1980,11/29/2014,48,96.8895833333
12/06/1980,534000,128.3,416000,413250,3154000,99,3185000,3229250,1980,12/06/2014,49,128.0395833333
12/13/1980,481000,116.7,413000,409750,3241000,103.7,3125000,3195500,1980,12/13/2014,50,120.1020833333
12/20/1980,499000,121.2,412000,413250,2932000,95.9,3056000,3133750,1980,12/20/2014,51,118.83125
12/27/1980,546000,137.1,399000,410000,3477000,110.9,3136000,3125500,1980,12/27/2014,52,135.4645833333
01/03/1981,580000,141.5,410000,408500,4125000,132.1,3123000,3110000,1981,01/03/2014,1,148.5
01/10/1981,839000,200.1,419000,410000,3930000,127.5,3082000,3099250,1981,01/10/2014,2,180.9125
01/17/1981,638000,151.8,421000,412250,3878000,128.3,3023000,3091000,1981,01/17/2014,3,154.50625
01/24/1981,521000,131.6,396000,411500,3744000,125.3,2988000,3054000,1981,01/24/2014,4,121.3145833333
01/31/1981,490000,116.8,419000,413750,3710000,124.7,2975000,3017000,1981,01/31/2014,5,117.7895833333
02/07/1981,500000,119.1,420000,414000,3593000,122,2945000,2982750,1981,02/07/2014,6,118.0770833333
02/14/1981,439000,104,423000,414500,3704000,121.7,3043000,2987750,1981,02/14/2014,7,107.6958333333
02/21/1981,430000,98.2,438000,425000,3769000,124.7,3023000,2996500,1981,02/21/2014,8,99.5791666667
02/28/1981,432000,99.7,434000,428750,3608000,124.4,2901000,2978000,1981,02/28/2014,9,98.6265306122
03/07/1981,414000,101.3,409000,426000,3550000,121.1,2931000,2974500,1981,03/07/2014,10,100.6916666667
03/14/1981,385000,94.4,408000,422250,3464000,119.3,2905000,2940000,1981,03/14/2014,11,94.76875
03/21/1981,365000,91.2,401000,413000,3343000,115.9,2885000,2905500,1981,03/21/2014,12,90.3145833333
03/28/1981,356000,86.4,412000,407500,3262000,113.4,2876000,2899250,1981,03/28/2014,13,87.2958333333
04/04/1981,383000,92.1,417000,409500,3147000,109.4,2875000,2885250,1981,04/04/2014,14,90.8916666667
04/11/1981,401000,101.4,396000,406500,3028000,108.1,2800000,2859000,1981,04/11/2014,15,100.3458333333
04/18/1981,350000,89.3,392000,404250,2980000,104.2,2860000,2852750,1981,04/18/2014,16,91.0125
04/25/1981,379000,87.1,436000,410250,2960000,102.3,2893000,2857000,1981,04/25/2014,17,88.7520833333
05/02/1981,342000,82.9,413000,409250,2862000,97.2,2944000,2874250,1981,05/02/2014,18,85.18125
05/09/1981,369000,87.3,423000,416000,2793000,96.7,2887000,2896000,1981,05/09/2014,19,88.0708333333
05/16/1981,340000,82.2,414000,421500,2703000,94.4,2865000,2897250,1981,05/16/2014,20,83.71875
05/23/1981,342000,82.4,415000,416250,2544000,88.9,2862000,2889500,1981,05/23/2014,21,83.2770833333
05/30/1981,301000,72.4,417000,417250,2691000,90.8,2962000,2894000,1981,05/30/2014,22,80.88125
06/06/1981,384000,89.9,428000,418500,2632000,91.5,2877000,2891500,1981,06/06/2014,23,84.76875
06/13/1981,367000,86.7,425000,421250,2593000,90.4,2867000,2892000,1981,06/13/2014,24,89.4979166667
06/20/1981,376000,86.4,435000,426250,2577000,89.3,2886000,2898000,1981,06/20/2014,25,88.6270833333
06/27/1981,387000,87.2,444000,433000,2552000,85.6,2983000,2903250,1981,06/27/2014,26,90.2958333333
07/04/1981,430000,93.7,460000,441000,2672000,92.6,2886000,2905500,1981,07/04/2014,27,102.0479166667
07/11/1981,516000,121.1,426000,441250,2815000,98.9,2845000,2900000,1981,07/11/2014,28,122.8708333333
07/18/1981,481000,111.9,430000,440000,2770000,95.4,2902000,2904000,1981,07/18/2014,29,115.3395833333
07/25/1981,429000,105.6,407000,430750,2718000,93.8,2899000,2883000,1981,07/25/2014,30,101.0583333333
08/01/1981,444000,93.3,476000,434750,2711000,94.5,2867000,2878250,1981,08/01/2014,31,93.5145833333
08/08/1981,419000,93.7,448000,440250,2769000,92.4,2998000,2916500,1981,08/08/2014,32,92.3583333333
08/15/1981,369000,83.5,442000,443250,2713000,91.5,2966000,2932500,1981,08/15/2014,33,83.7666666667
08/22/1981,351000,80.8,434000,450000,2625000,88.8,2957000,2947000,1981,08/22/2014,34,79.9625
08/29/1981,352000,78.1,451000,443750,2572000,87.1,2954000,2968750,1981,08/29/2014,35,77.5104166667
09/05/1981,396000,83.8,473000,450000,2386000,81.9,2914000,2947750,1981,09/05/2014,36,77.93125
09/12/1981,331000,73,454000,453000,2598000,85.2,3051000,2969000,1981,09/12/2014,37,75.3979166667
09/19/1981,392000,82.7,475000,463250,2484000,82.4,3014000,2983250,1981,09/19/2014,38,79.9854166667
09/26/1981,392000,79.9,491000,473250,2487000,80.9,3073000,3013000,1981,09/26/2014,39,78.0541666667
10/03/1981,416000,85,489000,477250,2453000,79.9,3069000,3051750,1981,10/03/2014,40,81.9541666667
10/10/1981,476000,97.1,491000,486500,2450000,79.1,3098000,3063500,1981,10/10/2014,41,93.88125
10/17/1981,408000,83.8,487000,489500,2633000,84.8,3104000,3086000,1981,10/17/2014,42,83.7458333333
10/24/1981,450000,93.3,483000,487500,2642000,83.1,3181000,3113000,1981,10/24/2014,43,89.5875
10/31/1981,479000,93.2,514000,493750,2699000,84.8,3183000,3141500,1981,10/31/2014,44,91.0604166667
11/07/1981,534000,104,514000,499500,2722000,82.9,3282000,3187500,1981,11/07/2014,45,101.4520833333
11/14/1981,483000,93.4,517000,507000,3077000,93.5,3291000,3234250,1981,11/14/2014,46,95.6854166667
11/21/1981,522000,112.7,464000,502250,2844000,83.2,3416000,3293000,1981,11/21/2014,47,108.5583333333
11/28/1981,535000,97,552000,511750,3510000,104.5,3360000,3337250,1981,11/28/2014,48,96.8895833333
12/05/1981,726000,130.2,558000,522750,3506000,99.7,3517000,3396000,1981,12/05/2014,49,128.0395833333
12/12/1981,657000,119.4,551000,531250,3549000,104.5,3397000,3422500,1981,12/12/2014,50,120.1020833333
12/19/1981,644000,119.6,539000,550000,3466000,97.6,3551000,3456250,1981,12/19/2014,51,118.83125
12/26/1981,702000,126.4,556000,551000,3921000,107.8,3636000,3525250,1981,12/26/2014,52,135.4645833333
01/02/1982,694300,140.2,495000,535250,4547000,129.1,3523000,3526750,1982,01/02/2014,1,148.5
01/09/1982,1073500,197,545000,533750,4334000,127.5,3398000,3527000,1982,01/09/2014,2,180.9125
01/16/1982,761700,155.8,489000,521250,4611000,127.2,3624000,3545250,1982,01/16/2014,3,154.50625
01/23/1982,771200,136.7,564000,523250,4524000,125.6,3602000,3536750,1982,01/23/2014,4,121.3145833333
01/30/1982,692300,118.8,583000,545250,4396000,124.9,3521000,3536250,1982,01/30/2014,5,117.7895833333
02/06/1982,671000,120.6,556000,548000,4383000,121.2,3617000,3591000,1982,02/06/2014,6,118.0770833333
02/13/1982,532800,105.1,507000,552500,4194000,120.2,3490000,3557500,1982,02/13/2014,7,107.6958333333
02/20/1982,522900,96.2,544000,547500,4485000,125.9,3562000,3547500,1982,02/20/2014,8,99.5791666667
02/27/1982,536300,101.6,528000,533750,4443000,125,3553000,3555500,1982,02/27/2014,9,98.6265306122
03/06/1982,566300,101.8,556000,533750,4385000,121.2,3619000,3556000,1982,03/06/2014,10,100.6916666667
03/13/1982,515100,95.5,539000,541750,4328000,120,3605000,3584750,1982,03/13/2014,11,94.76875
03/20/1982,510500,91.7,557000,545000,4288000,116.4,3684000,3615250,1982,03/20/2014,12,90.3145833333
03/27/1982,501500,87.4,574000,556500,4233000,114,3714000,3655500,1982,03/27/2014,13,87.2958333333
04/03/1982,516600,89.4,578000,562000,4104000,110.3,3720000,3680750,1982,04/03/2014,14,90.8916666667
04/10/1982,606300,103.6,585000,573500,4169000,108.5,3841000,3739750,1982,04/10/2014,15,100.3458333333
04/17/1982,540300,90.5,597000,583500,4173000,105.2,3967000,3810500,1982,04/17/2014,16,91.0125
04/24/1982,518600,88.2,588000,587000,4032000,102.6,3930000,3864500,1982,04/24/2014,17,88.7520833333
05/01/1982,475600,82.5,576000,586500,3880000,98,3960000,3924500,1982,05/01/2014,18,85.18125
05/08/1982,516500,88.5,584000,586250,3855000,97,3972000,3957250,1982,05/08/2014,19,88.0708333333
05/15/1982,486500,83.1,585000,583250,3777000,95.2,3968000,3957500,1982,05/15/2014,20,83.71875
05/22/1982,486300,83,586000,582750,3711000,90.4,4103000,4000750,1982,05/22/2014,21,83.2770833333
05/29/1982,485800,82.6,588000,585750,3557000,89.9,3956000,3999750,1982,05/29/2014,22,80.88125
06/05/1982,478600,78.3,611000,592500,3794000,92.7,4094000,4030250,1982,06/05/2014,23,84.76875
06/12/1982,541600,88.2,614000,599750,3742000,90.8,4121000,4068500,1982,06/12/2014,24,89.4979166667
06/19/1982,508100,85.9,591000,601000,3690000,89.9,4105000,4069000,1982,06/19/2014,25,88.6270833333
06/26/1982,507700,87.2,582000,599500,3685000,90.8,4057000,4094250,1982,06/26/2014,26,90.2958333333
07/03/1982,594400,99.1,600000,596750,3600000,87,4139000,4105500,1982,07/03/2014,27,102.0479166667
07/10/1982,631400,110.5,572000,586250,4013000,99.7,4025000,4081500,1982,07/10/2014,28,122.8708333333
07/17/1982,647000,114.2,567000,580250,3997000,96.4,4148000,4092250,1982,07/17/2014,29,115.3395833333
07/24/1982,576100,107.5,536000,568750,3927000,94.5,4155000,4116750,1982,07/24/2014,30,101.0583333333
07/31/1982,562600,93,605000,570000,3834000,94.9,4040000,4092000,1982,07/31/2014,31,93.5145833333
08/07/1982,569200,93.9,606000,578500,3893000,92.9,4191000,4133500,1982,08/07/2014,32,92.3583333333
